Website,Year,Genre,Genre Slug,Release Date,Reason,Status Code,Listed Name,Listed Area
https://tabelog.com/aichi/A2301/A230101/23082892/,2025,天ぷら,tempura,発表日：2025年3月11日,http_404,404,天婦羅くすのき,
