Year,Genre,Genre Slug,Release Date,URL
2025,カフェ EAST,cafe_east,発表日：2025年7月8日,https://award.tabelog.com/hyakumeiten/cafe_east/2025
2025,カフェ WEST,cafe_west,発表日：2025年7月8日,https://award.tabelog.com/hyakumeiten/cafe_west/2025
2025,創作料理・イノベーティブ,creative_innovative,発表日：2025年5月27日,https://award.tabelog.com/hyakumeiten/creative_innovative/2025
2025,フレンチ EAST,french_east,発表日：2025年6月10日,https://award.tabelog.com/hyakumeiten/french_east/2025
2025,フレンチ TOKYO,french_tokyo,発表日：2025年6月10日,https://award.tabelog.com/hyakumeiten/french_tokyo/2025
2025,フレンチ WEST,french_west,発表日：2025年6月10日,https://award.tabelog.com/hyakumeiten/french_west/2025
2025,イタリアン EAST,italian_east,発表日：2025年4月22日,https://award.tabelog.com/hyakumeiten/italian_east/2025
2025,イタリアン TOKYO,italian_tokyo,発表日：2025年4月22日,https://award.tabelog.com/hyakumeiten/italian_tokyo/2025
2025,イタリアン WEST,italian_west,発表日：2025年4月22日,https://award.tabelog.com/hyakumeiten/italian_west/2025
2025,居酒屋 EAST,izakaya_east,発表日：2025年10月1日,https://award.tabelog.com/hyakumeiten/izakaya_east/2025
2025,居酒屋 WEST,izakaya_west,発表日：2025年10月1日,https://award.tabelog.com/hyakumeiten/izakaya_west/2025
2025,日本料理 EAST,japanese_east,発表日：2025年3月25日,https://award.tabelog.com/hyakumeiten/japanese_east/2025
2025,日本料理 TOKYO,japanese_tokyo,発表日：2025年3月25日,https://award.tabelog.com/hyakumeiten/japanese_tokyo/2025
2025,日本料理 WEST,japanese_west,発表日：2025年3月25日,https://award.tabelog.com/hyakumeiten/japanese_west/2025
2025,お好み焼き,okonomiyaki,発表日：2025年9月2日,https://award.tabelog.com/hyakumeiten/okonomiyaki/2025
2025,ピザ,pizza,発表日：2025年4月9日,https://award.tabelog.com/hyakumeiten/pizza/2025
2025,ラーメン AICHI,ramen_aichi,発表日：2025年12月2日,https://award.tabelog.com/hyakumeiten/ramen_aichi/2025
2025,ラーメン EAST,ramen_east,発表日：2025年12月2日,https://award.tabelog.com/hyakumeiten/ramen_east/2025
2025,ラーメン HOKKAIDO,ramen_hokkaido,発表日：2025年12月2日,https://award.tabelog.com/hyakumeiten/ramen_hokkaido/2025
2025,ラーメン KANAGAWA,ramen_kanagawa,発表日：2025年12月2日,https://award.tabelog.com/hyakumeiten/ramen_kanagawa/2025
2025,ラーメン OSAKA,ramen_osaka,発表日：2025年12月2日,https://award.tabelog.com/hyakumeiten/ramen_osaka/2025
2025,ラーメン TOKYO,ramen_tokyo,発表日：2025年12月2日,https://award.tabelog.com/hyakumeiten/ramen_tokyo/2025
2025,ラーメン WEST,ramen_west,発表日：2025年12月2日,https://award.tabelog.com/hyakumeiten/ramen_west/2025
2025,そば EAST,soba_east,発表日：2025年7月23日,https://award.tabelog.com/hyakumeiten/soba_east/2025
2025,そば WEST,soba_west,発表日：2025年7月23日,https://award.tabelog.com/hyakumeiten/soba_west/2025
2025,ステーキ・鉄板焼き EAST,steak_east,発表日：2025年8月19日,https://award.tabelog.com/hyakumeiten/steak_east/2025
2025,ステーキ・鉄板焼き WEST,steak_west,発表日：2025年8月19日,https://award.tabelog.com/hyakumeiten/steak_west/2025
2025,寿司 EAST,sushi_east,発表日：2025年2月26日,https://award.tabelog.com/hyakumeiten/sushi_east/2025
2025,寿司 TOKYO,sushi_tokyo,発表日：2025年2月26日,https://award.tabelog.com/hyakumeiten/sushi_tokyo/2025
2025,寿司 WEST,sushi_west,発表日：2025年2月26日,https://award.tabelog.com/hyakumeiten/sushi_west/2025
2025,立ち飲み,tachinomi,発表日：2025年9月17日,https://award.tabelog.com/hyakumeiten/tachinomi/2025
2025,天ぷら,tempura,発表日：2025年3月11日,https://award.tabelog.com/hyakumeiten/tempura/2025
2025,鳥料理,toriryori,発表日：2025年10月28日,https://award.tabelog.com/hyakumeiten/toriryori/2025
2025,焼肉 EAST,yakiniku_east,発表日：2025年10月15日,https://award.tabelog.com/hyakumeiten/yakiniku_east/2025
2025,焼肉 TOKYO,yakiniku_tokyo,発表日：2025年10月15日,https://award.tabelog.com/hyakumeiten/yakiniku_tokyo/2025
2025,焼肉 WEST,yakiniku_west,発表日：2025年10月15日,https://award.tabelog.com/hyakumeiten/yakiniku_west/2025
2025,焼き鳥 EAST,yakitori_east,発表日：2025年11月11日,https://award.tabelog.com/hyakumeiten/yakitori_east/2025
2025,焼き鳥 WEST,yakitori_west,発表日：2025年11月11日,https://award.tabelog.com/hyakumeiten/yakitori_west/2025
2025,洋食 EAST,yoshoku_east,発表日：2025年6月24日,https://award.tabelog.com/hyakumeiten/yoshoku_east/2025
2025,洋食 WEST,yoshoku_west,発表日：2025年6月24日,https://award.tabelog.com/hyakumeiten/yoshoku_west/2025
