Name,Address,Description,Website,Tabelog Reservation URL,Google Maps URL,Latitude,Longitude,Year,Genre,Genre Slug,Release Date
the 3rd Burger 青山骨董通り店,東京都港区南青山5-11-2 SANWA南青山ビル 1F,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1306/A130602/13150800/,https://yoyaku.tabelog.com/yoyaku/tabelog_booking/send_remind/,https://www.google.com/maps/search/?api=1&query=the%203rd%20Burger%20%E9%9D%92%E5%B1%B1%E9%AA%A8%E8%91%A3%E9%80%9A%E3%82%8A%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E5%8D%97%E9%9D%92%E5%B1%B15-11-2%20SANWA%E5%8D%97%E9%9D%92%E5%B1%B1%E3%83%93%E3%83%AB%201F,35.6622722,139.7118310,2018,ハンバーガー,hamburger,
コックテイル ハンバーガーズ,東京都武蔵野市境南町2-1-22 1F,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1320/A132003/13178287/,https://tabelog.com/tokyo/A1320/A132003/13178287/?cid=google_yoyaku,https://www.google.com/maps/search/?api=1&query=%E3%82%B3%E3%83%83%E3%82%AF%E3%83%86%E3%82%A4%E3%83%AB%20%E3%83%8F%E3%83%B3%E3%83%90%E3%83%BC%E3%82%AC%E3%83%BC%E3%82%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%AD%A6%E8%94%B5%E9%87%8E%E5%B8%82%E5%A2%83%E5%8D%97%E7%94%BA2-1-22%201F,35.7017899,139.5422431,2018,ハンバーガー,hamburger,
マクレーン オールドバーガースタンド,東京都台東区駒形2-2-10 ファンライフ駒形 1F・2F,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1311/A131103/13195774/,https://yoyaku.tabelog.com/yoyaku/tabelog_booking/send_remind/,https://www.google.com/maps/search/?api=1&query=%E3%83%9E%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%B3%20%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%89%E3%83%90%E3%83%BC%E3%82%AC%E3%83%BC%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA%E9%A7%92%E5%BD%A22-2-10%20%E3%83%95%E3%82%A1%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%95%E9%A7%92%E5%BD%A2%201F%E3%83%BB2F,35.7050235,139.7941791,2018,ハンバーガー,hamburger,
Reg-On Diner 渋谷本店,東京都渋谷区東1-8-1 K HOUSE 1F,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1303/A130301/13054359/,https://tabelog.com/tokyo/A1303/A130301/13054359/?cid=google_yoyaku,https://www.google.com/maps/search/?api=1&query=Reg-On%20Diner%20%E6%B8%8B%E8%B0%B7%E6%9C%AC%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%9D%B11-8-1%20K%20HOUSE%201F,35.6555674,139.7098925,2018,ハンバーガー,hamburger,
シェイクシャック アトレ恵比寿,東京都渋谷区恵比寿南1-6-1 アトレ恵比寿西館 1F,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1303/A130302/13194431/,https://yoyaku.tabelog.com/yoyaku/tabelog_booking/send_remind/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%82%A7%E3%82%A4%E3%82%AF%E3%82%B7%E3%83%A3%E3%83%83%E3%82%AF%20%E3%82%A2%E3%83%88%E3%83%AC%E6%81%B5%E6%AF%94%E5%AF%BF%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%81%B5%E6%AF%94%E5%AF%BF%E5%8D%971-6-1%20%E3%82%A2%E3%83%88%E3%83%AC%E6%81%B5%E6%AF%94%E5%AF%BF%E8%A5%BF%E9%A4%A8%201F,35.6466279,139.7095134,2018,ハンバーガー,hamburger,
ロコフィ,東京都大田区大森西3-25-5 大森西ダイヤモンドマンション106,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1315/A131502/13120770/,https://yoyaku.tabelog.com/yoyaku/tabelog_booking/send_remind/,https://www.google.com/maps/search/?api=1&query=%E3%83%AD%E3%82%B3%E3%83%95%E3%82%A3%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%A7%E7%94%B0%E5%8C%BA%E5%A4%A7%E6%A3%AE%E8%A5%BF3-25-5%20%E5%A4%A7%E6%A3%AE%E8%A5%BF%E3%83%80%E3%82%A4%E3%83%A4%E3%83%A2%E3%83%B3%E3%83%89%E3%83%9E%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%B3106,35.5721334,139.7322133,2018,ハンバーガー,hamburger,
アイコウシャ,東京都千代田区神田三崎町1-4-8 愛光舎ビル 1F,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1310/A131003/13006525/,https://yoyaku.tabelog.com/yoyaku/tabelog_booking/send_remind/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%82%A4%E3%82%B3%E3%82%A6%E3%82%B7%E3%83%A3%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E7%A5%9E%E7%94%B0%E4%B8%89%E5%B4%8E%E7%94%BA1-4-8%20%E6%84%9B%E5%85%89%E8%88%8E%E3%83%93%E3%83%AB%201F,35.7010922,139.7557766,2018,ハンバーガー,hamburger,
ヴィレッジヴァンガード ダイナー 吉祥寺,東京都武蔵野市吉祥寺本町2-20-1 ＴＹビル　２Ｆ,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1320/A132001/13005797/,https://tabelog.com/tokyo/A1320/A132001/13005797/?cid=google_yoyaku,https://www.google.com/maps/search/?api=1&query=%E3%83%B4%E3%82%A3%E3%83%AC%E3%83%83%E3%82%B8%E3%83%B4%E3%82%A1%E3%83%B3%E3%82%AC%E3%83%BC%E3%83%89%20%E3%83%80%E3%82%A4%E3%83%8A%E3%83%BC%20%E5%90%89%E7%A5%A5%E5%AF%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%AD%A6%E8%94%B5%E9%87%8E%E5%B8%82%E5%90%89%E7%A5%A5%E5%AF%BA%E6%9C%AC%E7%94%BA2-20-1%20%EF%BC%B4%EF%BC%B9%E3%83%93%E3%83%AB%E3%80%80%EF%BC%92%EF%BC%A6,35.7036320,139.5753197,2018,ハンバーガー,hamburger,
ヘンリーズ バーガー 代官山,東京都渋谷区恵比寿西1-36-6,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1303/A130303/13190156/,https://yoyaku.tabelog.com/yoyaku/tabelog_booking/send_remind/,https://www.google.com/maps/search/?api=1&query=%E3%83%98%E3%83%B3%E3%83%AA%E3%83%BC%E3%82%BA%20%E3%83%90%E3%83%BC%E3%82%AC%E3%83%BC%20%E4%BB%A3%E5%AE%98%E5%B1%B1%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%81%B5%E6%AF%94%E5%AF%BF%E8%A5%BF1-36-6,35.6474103,139.7021384,2018,ハンバーガー,hamburger,
エルエーガレージ,東京都世田谷区池尻3-29-4 アルティザ池尻 1F,食べログ ハンバーガー 百名店 2018,https://tabelog.com/tokyo/A1317/A131705/13183140/,https://yoyaku.tabelog.com/yoyaku/tabelog_booking/send_remind/,https://www.google.com/maps/search/?api=1&query=%E3%82%A8%E3%83%AB%E3%82%A8%E3%83%BC%E3%82%AC%E3%83%AC%E3%83%BC%E3%82%B8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%96%E7%94%B0%E8%B0%B7%E5%8C%BA%E6%B1%A0%E5%B0%BB3-29-4%20%E3%82%A2%E3%83%AB%E3%83%86%E3%82%A3%E3%82%B6%E6%B1%A0%E5%B0%BB%201F,35.6481277,139.6778926,2018,ハンバーガー,hamburger,
