Website,Year,Genre,Genre Slug,Release Date,Reason,Status Code,Listed Name,Listed Area
https://tabelog.com/chiba/A1201/A120101/12046922/,2022,寿司 EAST,sushi_east,発表日：2022年6月28日,http_404,404,銀寿司,
