Year,Genre,Genre Slug,Release Date,URL
2017,ハンバーガー,hamburger,,https://award.tabelog.com/hyakumeiten/hamburger/2017
2017,ピザ,pizza,,https://award.tabelog.com/hyakumeiten/pizza/2017
2017,ラーメン 百名店 EAST 2017,ramen_east,,https://award.tabelog.com/hyakumeiten/ramen_east/2017
2017,ラーメン 百名店 TOKYO 2017,ramen_tokyo,,https://award.tabelog.com/hyakumeiten/ramen_tokyo/2017
2017,ラーメン 百名店 WEST 2017,ramen_west,,https://award.tabelog.com/hyakumeiten/ramen_west/2017
2017,とんかつ,tonkatsu,,https://award.tabelog.com/hyakumeiten/tonkatsu/2017
