Website,Year,Genre,Genre Slug,Release Date,Reason,Status Code,Listed Name,Listed Area
https://tabelog.com/tokyo/A1303/A130302/13154404/,2017,ラーメン 百名店 TOKYO 2017,ramen_tokyo,,http_404,404,煮干しそば 暁,東京都 大塚・巣鴨・駒込・赤羽
