Website,Year,Genre,Genre Slug,Release Date,Reason,Status Code,Listed Name,Listed Area
https://tabelog.com/tokyo/A1307/A130703/13213368/,2021,フレンチ TOKYO,french_tokyo,発表日：2021年3月22日,http_404,404,Ode,
https://tabelog.com/fukuoka/A4001/A400101/40001706/,2021,寿司 WEST,sushi_west,発表日：2021年6月3日,http_404,404,鮨 安吉,
