Year,Genre,Genre Slug,Release Date,URL
2019,カレー 百名店 EAST 2019,curry_east,,https://award.tabelog.com/hyakumeiten/curry_east/2019
2019,カレー 百名店 TOKYO 2019,curry_tokyo,,https://award.tabelog.com/hyakumeiten/curry_tokyo/2019
2019,カレー 百名店 WEST 2019,curry_west,,https://award.tabelog.com/hyakumeiten/curry_west/2019
2019,餃子,gyoza,,https://award.tabelog.com/hyakumeiten/gyoza/2019
2019,ハンバーガー,hamburger,,https://award.tabelog.com/hyakumeiten/hamburger/2019
2019,お好み焼き,okonomiyaki,,https://award.tabelog.com/hyakumeiten/okonomiyaki/2019
2019,ピザ,pizza,,https://award.tabelog.com/hyakumeiten/pizza/2019
2019,ラーメン 百名店 EAST 2019,ramen_east,,https://award.tabelog.com/hyakumeiten/ramen_east/2019
2019,ラーメン 百名店 TOKYO 2019,ramen_tokyo,,https://award.tabelog.com/hyakumeiten/ramen_tokyo/2019
2019,ラーメン 百名店 WEST 2019,ramen_west,,https://award.tabelog.com/hyakumeiten/ramen_west/2019
2019,スイーツ 百名店 EAST 2019,sweets_east,,https://award.tabelog.com/hyakumeiten/sweets_east/2019
2019,スイーツ 百名店 TOKYO 2019,sweets_tokyo,,https://award.tabelog.com/hyakumeiten/sweets_tokyo/2019
2019,スイーツ 百名店 WEST 2019,sweets_west,,https://award.tabelog.com/hyakumeiten/sweets_west/2019
2019,とんかつ,tonkatsu,,https://award.tabelog.com/hyakumeiten/tonkatsu/2019
2019,うなぎ,unagi,,https://award.tabelog.com/hyakumeiten/unagi/2019
